titulo,subtitulo,descricao,temas,data,ano_mes,ano,mes,hora,turno,n_temas,tamanho_texto,n_palavras_titulo,n_relacionadas,url
Prazo para inscrição nos Jogos Escolares termina nesta sexta-feira (1/4),Podem participar dos jogos estudantes-atletas de 12 a 17 anos das escolas públicas e particulares do estado,"Termina na próxima sexta-feira (1/4), o prazo para os municípios se inscreverem nos Jogos Escolares de Minas Gerais (Jemg) edição 2022. Mais de 650...","['Esportes', 'Educação']",2022-03-30 16:00:00-03:00,2022-03,2022,3,16,Tarde,2,276,10,4,https://www.agenciaminas.mg.gov.br/noticia/prazo-para-inscricao-nos-jogos-escolares-termina-nesta-sexta-feira-1-4
Abertas as inscrições para os Jogos Escolares de Minas Gerais 2022,Estudantes com idades entre 12 e 17 anos podem competir em 26 modalidades. Saiba como participar,"As cidades interessadas em garantir uma vaga no maior evento esportivo-social do Governo de Minas, os Jogos Escolares de Minas Gerais (Jemg) de...","['Esportes', 'Educação']",2022-03-23 11:00:00-03:00,2022-03,2022,3,11,Manhã,2,318,11,4,https://www.agenciaminas.mg.gov.br/noticia/abertas-as-inscricoes-para-os-jogos-escolares-de-minas-gerais-2022
Sedese define requisitos para cidades-sede do Jemg 2022,Municípios que desejam sediar os jogos já podem acessar o site oficial da competição,Cidades interessadas em sediar os Jogos Escolares de Minas Gerais (Jemg) já podem conferir os requisitos mínimos para receberem a edição 2022 do...,['Esportes'],2021-12-10 16:30:00-03:00,2021-12,2021,12,16,Tarde,1,338,8,4,https://www.agenciaminas.mg.gov.br/noticia/sedese-define-requisitos-para-cidades-sede-do-jemg-2022
Minas Gerais lança os Jogos Escolares Brasileiros de 2025,Uma das maiores competições esportivas do país volta a ser realizada no estado depois de 19 anos,"O governador Romeu Zema participou do lançamento dos Jogos Escolares Brasileiros (JEBs) de 2025, nesta quinta-feira (11/9), em Pará de Minas. O...","['Social', 'Governo', 'Esportes', 'Educação', 'Governador']",2025-09-11 13:25:00-03:00,2025-09,2025,9,13,Tarde,5,844,9,4,https://www.agenciaminas.mg.gov.br/noticia/minas-gerais-lanca-os-jogos-escolares-brasileiros-de-2025
Vencedores da etapa on-line dos Jogos Escolares de Minas Gerais são premiados,Disputa é voltada para estudantes de 12 a 17 anos de escolas públicas e particulares do estado,"Os estudantes-atletas campeões da segunda edição do E-Jemg receberam medalha e troféu nessa quarta-feira (17/11), em cerimônia na Cidade...","['Esportes', 'Educação']",2021-11-18 10:00:00-03:00,2021-11,2021,11,10,Manhã,2,470,12,4,https://www.agenciaminas.mg.gov.br/noticia/vencedores-da-etapa-on-line-dos-jogos-escolares-de-minas-gerais-sao-premiados
Governador parabeniza atletas que representaram Minas nas Olimpíadas e Paralimpíadas de Tóquio,"Empenho, dedicação e superação dos competidores foram destacados como exemplo para o desenvolvimento de uma sociedade","O governador Romeu Zema participou de um café da tarde, nesta segunda-feira (4/10), no Banco de Desenvolvimento de Minas Gerais (BDMG), em Belo...","['Esportes', 'Governador']",2021-10-04 18:22:00-03:00,2021-10,2021,10,18,Noite,2,505,12,4,https://www.agenciaminas.mg.gov.br/noticia/governador-parabeniza-atletas-que-representaram-minas-nas-olimpiadas-e-paralimpiadas-de-toquio
Estado divulga resultado do programa Núcleos de Fomento ao Paradesporto,Iniciativa amplia participação de pessoas com deficiência nas políticas públicas esportivas,"A Secretaria de Estado de Desenvolvimento Social (Sedese) publicou o resultado final de classificação e seleção dos pré-projetos esportivos,...","['Social', 'Esportes']",2021-08-31 12:50:00-03:00,2021-08,2021,8,12,Tarde,2,211,10,4,https://www.agenciaminas.mg.gov.br/noticia/estado-divulga-resultado-do-programa-nucleos-de-fomento-ao-paradesporto
Rede Minas transmite Jogos Paralímpicos a partir desta quarta-feira (25/8),"Brasil terá 259 atletas em Tóquio, sendo 26 de Minas Gerais, além de integrantes da comissão técnica","Atletas das mais diversas modalidades voltam ao centro das atenções no Japão com o começo dos Jogos Paralímpicos de Tóquio 2020. Ao todo, serão...",['Esportes'],2021-08-24 15:25:00-03:00,2021-08,2021,8,15,Tarde,1,375,10,4,https://www.agenciaminas.mg.gov.br/noticia/rede-minas-transmite-jogos-paralimpicos-a-partir-desta-quarta-feira-25-8
Estudantes já podem fazer inscrições para segunda etapa do e-Jemg,"Participação nas modalidades de xadrez on-line, futebol e basquete devem ser garantidas até 29/8, por meio de formulários on-line","A partir desta segunda-feira (16/8), estão abertas as inscrições para a 2° edição da etapa on-line dos Jogos Escolares de Minas Gerais...","['Esportes', 'Educação']",2021-08-16 12:08:00-03:00,2021-08,2021,8,12,Tarde,2,174,10,4,https://www.agenciaminas.mg.gov.br/noticia/estudantes-ja-podem-fazer-inscricoes-para-segunda-etapa-do-e-jemg
Definidos os classificados para semifinal do Jimi Virtual,"Avançam 40 competidores, representantes de 28 municípios; Participantes têm até 25/7 para apresentar novos desafios",Os competidores dos Jogos do Interior de Minas Virtuais (JimiV) já podem consultar a lista dos classificados para a disputa da fase Semifinal da...,"['Social', 'Esportes', 'Educação']",2021-07-16 15:15:00-03:00,2021-07,2021,7,15,Tarde,3,285,8,4,https://www.agenciaminas.mg.gov.br/noticia/definidos-os-classificados-para-semifinal-do-jimi-virtual
Ações estratégicas de desenvolvimento social são destaque na ALMG,Nova edição do Assembleia Fiscaliza abriu espaço para apresentação de balanço da Sedese nos últimos seis meses,"Willian Dias / ALMG A Secretaria de Estado de Desenvolvimento Social (Sedese) participou, nesta quarta-feira (30/6), de nova...","['Social', 'Trabalho', 'Esportes', 'Direitos Humanos']",2021-06-30 17:45:00-03:00,2021-06,2021,6,17,Tarde,4,892,9,4,https://www.agenciaminas.mg.gov.br/noticia/acoes-estrategicas-de-desenvolvimento-social-sao-destaque-na-almg
Profissionais de modalidades paraolímpicas podem receber incentivo do Estado,Programa Bolsa Atleta e Bolsa Técnico está com inscrições abertas e concede repasses e benefícios aos selecionados,"Destinado à seleção de atletas e técnicos de modalidades paralímpicas filiadas e reconhecidas pelo Comitê Paralímpico Brasileiro (CPB), o programa...","['Social', 'Esportes']",2021-06-11 16:37:00-03:00,2021-06,2021,6,16,Tarde,2,567,9,4,https://www.agenciaminas.mg.gov.br/noticia/profissionais-de-modalidades-paraolimpicas-podem-receber-incentivo-do-estado
Prorrogadas inscrições para o JimiVirtual até 16/6,"Jogos do Interior de Minas, adaptados para o formato on-line no período de pandemia, terão duas etapas: microrregional e estadual","​As inscrições para os Jogos do Interior de Minas Virtuais (JimiVirtual) foram prorrogadas até o próximo dia 16/6. A competição,...","['Esportes', 'Social', 'Coronavírus', 'Saúde']",2021-06-08 09:00:00-03:00,2021-06,2021,6,9,Manhã,4,408,7,4,https://www.agenciaminas.mg.gov.br/noticia/prorrogadas-inscricoes-para-o-jimivirtual-ate-16-6
Abertas inscrições para edição virtual dos Jogos do Interior de Minas,"Serão disputadas cinco modalidades: basquete, futebol, futsal, handebol e vôlei",As inscrições para os Jogos do Interior de Minas Virtuais (JimiVirtual) estão abertas a partir desta segunda-feira (17/5) para esportistas de todo...,"['Social', 'Esportes']",2021-05-17 12:00:00-03:00,2021-05,2021,5,12,Tarde,2,434,11,4,https://www.agenciaminas.mg.gov.br/noticia/abertas-inscricoes-para-edicao-virtual-dos-jogos-do-interior-de-minas
Governo de Minas garante continuidade dos Jimi Paradesporto em 2026 e 2027,"Já referência na inclusão de pessoas com deficiência no esporte, programa da Sedese segue crescendo",O Governo de Minas segue ampliando as políticas públicas voltadas à inclusão de pessoas com deficiência no estado e a Secretaria de Estado de...,"['Social', 'Esportes']",2025-09-08 15:30:00-03:00,2025-09,2025,9,15,Tarde,2,488,12,4,https://www.agenciaminas.mg.gov.br/noticia/governo-de-minas-garante-continuidade-dos-jimi-paradesporto-em-2026-e-2027
Governo comunica suspensão de eventos esportivos no estado,Medidas foram tomadas em razão da onda roxa do plano Minas Consciente,"O Governo de Minas informa que eventos esportivos, ainda que sem público e com transmissão televisiva, serão suspensos no estado em razão da onda...","['Esportes', 'Coronavírus', 'Minas Consciente']",2021-03-16 16:10:00-03:00,2021-03,2021,3,16,Tarde,3,166,8,4,https://www.agenciaminas.mg.gov.br/noticia/governo-comunica-suspensao-de-eventos-esportivos-no-estado
Xadrez abre edição virtual dos Jogos Escolares de Minas Gerais,"Inscrições seguem abertas para modalidades de basquete e futebol, com prazo até 5 de fevereiro","Começa, nesta terça-feira (29/12), a etapa virtual dos Jogos Escolares de Minas Gerais (e-Jemg), com competições on-line na modalidade xadrez. Ao...","['Social', 'Esportes', 'Educação']",2020-12-29 16:15:00-03:00,2020-12,2020,12,16,Tarde,3,270,10,4,https://www.agenciaminas.mg.gov.br/noticia/xadrez-abre-edicao-virtual-dos-jogos-escolares-de-minas-gerais
Sedese destaca programas e ações para população vulnerável durante pandemia,"Além das ações de transferência de renda, a secretaria atuou na promoção de políticas de direitos humanos, trabalho e emprego, políticas sobre drogas, esportes e assistência social","As ações e programas realizados pelo Governo de Estado para auxiliar pessoas mais vulneráveis de Minas Gerais durante a pandemia foram destacadas,...","['Social', 'Trabalho', 'Esportes', 'Direitos Humanos', 'Coronavírus']",2020-12-18 14:05:00-03:00,2020-12,2020,12,14,Tarde,5,1027,10,4,https://www.agenciaminas.mg.gov.br/noticia/sedese-destaca-programas-e-acoes-para-populacao-vulneravel-durante-pandemia
Estado realiza etapa on-line dos Jogos Escolares de Minas Gerais,"Modalidades virtuais incluem xadrez, Fifa 2020 e NBA 2K20","A Secretaria de Estado de Desenvolvimento Social (Sedese) realiza, até março de 2021, a etapa virtual dos Jogos Escolares de Minas Gerais (e-Jemg),...","['Social', 'Esportes', 'Educação', 'Coronavírus']",2020-12-15 09:40:00-03:00,2020-12,2020,12,9,Manhã,4,219,10,4,https://www.agenciaminas.mg.gov.br/noticia/estado-realiza-etapa-on-line-dos-jogos-escolares-de-minas-gerais
Sedese e Semad apresentam medidas adotadas na pandemia no Assembleia Fiscaliza,Em ambas as áreas ações para enfrentar reflexos da covid-19 foram destaque,"A Secretaria de Estado de Desenvolvimento Social (Sedese) esteve, nessa quarta-feira (25/11), em mais uma edição do Assembleia Fiscaliza, encontro...","['Trabalho', 'Social', 'Meio Ambiente', 'Esportes', 'Direitos Humanos']",2020-11-26 15:35:00-03:00,2020-11,2020,11,15,Tarde,5,1034,11,4,https://www.agenciaminas.mg.gov.br/noticia/sedese-e-semad-apresentam-medidas-adotadas-na-pandemia-no-assembleia-fiscaliza
Jogos Escolares de Minas Gerais em 2020 são cancelados,Retorno da maior competição esportiva-social do Estado dependerá do controle da pandemia de covid-19,"O Governo de Minas Gerais, por meio da Secretaria de Estado de Desenvolvimento Social (Sedese) e da Subsecretaria de Esportes (Subesp), junto à...","['Esportes', 'Educação', 'Coronavírus']",2020-07-28 14:20:00-03:00,2020-07,2020,7,14,Tarde,3,375,9,4,https://www.agenciaminas.mg.gov.br/noticia/jogos-escolares-de-minas-gerais-em-2020-sao-cancelados
Lei Estadual de Incentivo ao Esporte passa por modernização,"Decreto visa aumentar transparência e isonomia, além de integrar mais a sociedade civil","A Lei Estadual de Incentivo ao Esporte de Minas Gerais, que tem a finalidade de fomentar a prática esportiva no estado, passou por algumas...",['Esportes'],2020-06-22 12:45:00-03:00,2020-06,2020,6,12,Tarde,1,466,9,4,https://www.agenciaminas.mg.gov.br/noticia/lei-estadual-de-incentivo-ao-esporte-passa-por-modernizacao
Secretaria de Saúde avalia proposta para retorno do futebol,"Viabilidade será estudada pelas autoridades sanitárias que, no momento, reiteram importância de maior controle e cuidado com a pandemia","Na coletiva virtual desta quarta-feira (17/6), a Secretaria de Estado de Saúde (SES-MG) informou que vai analisar uma proposta da Federação Mineira...","['Saúde', 'Esportes', 'Coronavírus']",2020-06-17 17:07:00-03:00,2020-06,2020,6,17,Tarde,3,834,9,4,https://www.agenciaminas.mg.gov.br/noticia/secretaria-de-saude-avalia-proposta-para-retorno-do-futebol
Estado lança o Mova Minas Recreativo,Iniciativa da Sedese propõe atividades para crianças e adolescentes durante a pandemia,"A exemplo do Mova Minas, criado para incentivar a prática de atividades físicas neste período de isolamento social devido à pandemia de covid-19, a...","['Social', 'Esportes', 'Coronavírus']",2020-06-17 09:07:00-03:00,2020-06,2020,6,9,Manhã,3,490,6,4,https://www.agenciaminas.mg.gov.br/noticia/estado-lanca-o-mova-minas-recreativo
Jogos Escolares de Minas Gerais são adiados,Medida visa proteger jovens atletas do coronavírus,"Em virtude da pandemia do coronavírus (Covid-19), que levou Minas Gerais a decretar situação de emergência, a Secretaria de Estado de...",['Esportes'],2020-03-20 14:15:00-03:00,2020-03,2020,3,14,Tarde,1,251,7,4,https://www.agenciaminas.mg.gov.br/noticia/jogos-escolares-de-minas-gerais-sao-adiados
Jogos Escolares de Minas Gerais chegam à etapa estadual com adesão recorde de 100% dos municípios,"Neste ano, competição acontece em quatro cidades, com mais de 7 mil estudantes-atletas disputando diferentes modalidades","Começou nessa terça-feira (5/8), em Pará de Minas, na região Central, a etapa estadual dos Jogos Escolares de Minas Gerais (Jemg). Pela primeira...","['Social', 'Esportes', 'Educação']",2025-08-06 10:00:00-03:00,2025-08,2025,8,10,Manhã,3,808,16,4,https://www.agenciaminas.mg.gov.br/noticia/jogos-escolares-de-minas-gerais-chegam-a-etapa-estadual-com-adesao-recorde-de-100-dos-municipios
Inscrições para os Jogos Escolares de Minas Gerais estão abertas,Municípios têm até 27/3 para garantir vaga no maior evento esportivo escolar do estado,Estão abertas as inscrições para os Jogos Escolares de Minas Gerais (Jemg) 2020. Municípios interessados em participar da competição deverão se...,['Esportes'],2020-03-09 16:15:00-03:00,2020-03,2020,3,16,Tarde,1,325,10,4,https://www.agenciaminas.mg.gov.br/noticia/inscricoes-para-os-jogos-escolares-de-minas-gerais-estao-abertas
"Lei de Incentivo ao Esporte garantiu R$ 17,9 milhões para cidades mineiras em 2019","Ao todo, 101 projetos captados por meio do mecanismo estadual beneficiaram mais de 62 mil pessoas","Coordenada pela Secretaria de Estado de Desenvolvimento Social (Sedese) por meio da Subsecretaria de Esportes, a Lei de Incentivo ao Esporte...",['Esportes'],2020-01-21 10:45:00-03:00,2020-01,2020,1,10,Manhã,1,486,14,4,https://www.agenciaminas.mg.gov.br/noticia/lei-de-incentivo-ao-esporte-garantiu-r-17-9-milhoes-para-cidades-mineiras-em-2019
Parceria leva prática de skate para unidade feminina do sistema socioeducativo,Adolescentes em cumprimento de medida socioeducativa estão aprendendo os primeiros “passos” no esporte olímpico durante o mês de janeiro,Buscar atividades interessantes para preencher o tempo dos jovens e trabalhar a ressocialização durante o período de férias escolares não é tarefa...,"['Esportes', 'Segurança']",2020-01-16 11:14:00-03:00,2020-01,2020,1,11,Manhã,2,675,11,4,https://www.agenciaminas.mg.gov.br/noticia/parceria-leva-pratica-de-skate-para-unidade-feminina-do-sistema-socioeducativo
"ICMS Esportivo garantiu R$ 9,6 mi a municípios mineiros neste ano","Em 2020, programa de incentivo terá participação histórica com 10.602 ações esportivas em 416 municípios",A Secretaria de Estado de Desenvolvimento Social (Sedese) conseguiu ações importantes neste ano por meio da Subsecretaria de Esportes. O programa...,['Esportes'],2019-12-26 12:15:00-03:00,2019-12,2019,12,12,Tarde,1,650,11,4,https://www.agenciaminas.mg.gov.br/noticia/icms-esportivo-garantiu-r-9-6-mi-a-municipios-mineiros-neste-ano
Curso on-line sobre Lei de Incentivo ao Esporte inaugura nova plataforma de capacitação,Qualificação garante maior conhecimento sobre a norma e informações sobre critérios de captação de recurso,"A Secretaria de Estado de Desenvolvimento Social (Sedese), por meio da Subsecretaria de Esportes e do Observatório do Esporte de Minas Gerais,...",['Esportes'],2019-12-17 10:40:00-03:00,2019-12,2019,12,10,Manhã,1,642,13,4,https://www.agenciaminas.mg.gov.br/noticia/curso-on-line-sobre-lei-de-incentivo-ao-esporte-inaugura-nova-plataforma-de-capacitacao
Atletas e personalidades do esporte recebem premiação,"3ª edição do Prêmio do Esporte Mineiro homenageou atletas, projetos e entidades que fomentam a área","Prestigiar e reconhecer a contribuição de atletas, projetos e entidades que promovem o esporte em Minas Gerais é o objetivo do Prêmio do Esporte...","['Social', 'Esportes', 'Educação']",2019-12-12 15:45:00-03:00,2019-12,2019,12,15,Tarde,3,634,7,4,https://www.agenciaminas.mg.gov.br/noticia/atletas-e-personalidades-do-esporte-recebem-premiacao
Minas Gerais termina Jogos Escolares da Juventude com 34 medalhas,"Organizados pelo Comitê Olímpico do Brasil, jogos são o maior celeiro de atletas olímpicos do país",Crédito: Marcus Cicarini A delegação de Minas Gerais encerrou a participação nos Jogos Escolares da Juventude – etapa para...,['Esportes'],2019-12-03 16:02:00-03:00,2019-12,2019,12,16,Tarde,1,994,10,4,https://www.agenciaminas.mg.gov.br/noticia/minas-gerais-termina-jogos-escolares-da-juventude-com-34-medalhas
Oficinas de esportes paralímpicos mobilizam crianças e adolescentes de Brumadinho,"Realizadas pela Sedese, ações beneficiaram cerca de 2,7 mil crianças e adolescentes durante todo o ano","Crédito: Sedese / Divulgação A Secretaria de Estado de Desenvolvimento Social (Sedese), por meio da Subsecretaria de...","['Social', 'Esportes', 'Brumadinho']",2019-11-29 15:55:00-03:00,2019-11,2019,11,15,Tarde,3,501,10,4,https://www.agenciaminas.mg.gov.br/noticia/oficinas-de-esportes-paralimpicos-mobilizam-criancas-e-adolescentes-de-brumadinho
Atletas mineiros conquistam 75 medalhas nas Paralimpíadas Escolares em São Paulo ,"Delegação de Minas Gerais ficou, ainda, com o troféu de 3º lugar geral no tênis de mesa","Atletas mineiros que participaram das Paralimpíadas Escolares, realizadas em São Paulo este ano, voltam para casa com 75 medalhas, conquistadas em...","['Social', 'Esportes']",2019-11-26 11:15:00-03:00,2019-11,2019,11,11,Manhã,2,377,11,4,https://www.agenciaminas.mg.gov.br/noticia/atletas-mineiros-conquistam-75-medalhas-nas-paralimpiadas-escolares-em-sao-paulo
Sedese divulga edital para seleção de atletas e técnicos em Minas,Inscrições vão até 16/12. Será possível cadastrar apenas um resultado em cada nível de bolsa disponível,"A Secretaria de Estado de Desenvolvimento Social (Sedese), por meio da Subsecretaria de Esportes, está com inscrições abertas para o edital 2019 do...",['Esportes'],2019-11-22 10:16:00-03:00,2019-11,2019,11,10,Manhã,1,717,11,4,https://www.agenciaminas.mg.gov.br/noticia/sedese-divulga-edital-para-selecao-de-atletas-e-tecnicos-em-minas
Governo de Minas publica edital voltado à promoção de atividades físicas para pessoas com deficiência ,Interessados em participar do programa Núcleos de Fomento ao Paradesporto podem se inscrever até 11/8,"O Governo de Minas publicou o novo edital do programa Núcleos de Fomento ao Paradesporto (NFP), coordenado pela Secretaria de Estado de...","['Social', 'Esportes']",2025-07-14 17:25:00-03:00,2025-07,2025,7,17,Tarde,2,324,15,4,https://www.agenciaminas.mg.gov.br/noticia/governo-de-minas-publica-edital-voltado-a-promocao-de-atividades-fisicas-para-pessoas-com-deficiencia
Atletas mineiros competem nos Jogos Escolares da Juventude,Evento em Blumenau (SC) vai até 30/11 e tem participação de 267 esportistas de Minas Gerais,"A secretária de Estado de Desenvolvimento Social, Elizabeth Jucá, e o subsecretário de Esportes, Pelé do Vôlei, estiveram nessa quinta-feira...","['Social', 'Esportes']",2019-11-22 10:15:00-03:00,2019-11,2019,11,10,Manhã,2,508,8,4,https://www.agenciaminas.mg.gov.br/noticia/atletas-mineiros-competem-nos-jogos-escolares-da-juventude
Edital seleciona parceiros para ações de fomento ao esporte,Chamada da Sedese também busca apoio ao paradesporto escolar e realização do Jemg 2020/2021,A Secretaria de Estado de Desenvolvimento Social (Sedese) está com edital aberto para recebimento de propostas de Organizações da Sociedade Civil...,['Esportes'],2019-11-21 15:24:00-03:00,2019-11,2019,11,15,Tarde,1,267,9,4,https://www.agenciaminas.mg.gov.br/noticia/edital-seleciona-parceiros-para-acoes-de-fomento-ao-esporte
"Segurança terá planejamento especial no domingo, dia de clássico e Enem","Nove instituições vão trabalhar de forma integrada, para reforço de policiamento, fiscalização de trânsito e monitoramento no Centro Integrado de Comando e Controle (CICC)","O planejamento integrado de Segurança Pública e ttrânsito que será utilizado por nove instituições no próximo domingo (10/11), dia de clássico...","['Esportes', 'Segurança']",2019-11-08 15:27:00-03:00,2019-11,2019,11,15,Tarde,2,676,11,4,https://www.agenciaminas.mg.gov.br/noticia/seguranca-tera-planejamento-especial-no-domingo-dia-de-classico-e-enem
Secretaria de Desenvolvimento Social apresenta balanço das ações no Assembleia Fiscaliza,Elizabeth Jucá falou sobre a atuação da pasta no último quadrimestre e destacou os avanços alcançados,"A secretária de Estado de Desenvolvimento Social (Sedese), Elizabeth Jucá, participou nesta quinta-feira (10/10), na Assembleia Legislativa de...","['Trabalho', 'Social', 'Esportes', 'Direitos Humanos']",2019-10-10 16:40:00-03:00,2019-10,2019,10,16,Tarde,4,774,11,4,https://www.agenciaminas.mg.gov.br/noticia/secretaria-de-desenvolvimento-social-apresenta-balanco-das-acoes-no-assembleia-fiscaliza
"Geração Esporte vai beneficiar 2,4 mil crianças e adolescentes","Programa estadual, executado pela Sedese, reforça política de valorização do esporte e inclusão social","A Secretaria de Estado de Desenvolvimento Social (Sedese), por meio da Subsecretaria de Esportes, divulga o edital de seleção do Programa Geração...","['Social', 'Esportes']",2019-10-08 12:39:00-03:00,2019-10,2019,10,12,Tarde,2,331,9,4,https://www.agenciaminas.mg.gov.br/noticia/geracao-esporte-vai-beneficiar-2-4-mil-criancas-e-adolescentes
Sedese divulga relatório dos índices definitivos do ICMS Solidário,Os municípios contemplados vão receber os recursos no ano de 2020,"A Secretaria de Estado de Desenvolvimento Social (Sedese), por meio da Subsecretaria de Estado de Esportes, disponibilizou o Relatório dos Dados...",['Esportes'],2019-09-25 15:12:00-03:00,2019-09,2019,9,15,Tarde,1,305,9,4,https://www.agenciaminas.mg.gov.br/noticia/sedese-divulga-relatorio-dos-indices-definitivos-do-icms-solidario
Sedese lança quatro editais da Lei de Incentivo para execução de projetos esportivos,"Neste ano, R$ 19,3 milhões serão destinados a projetos aprovados pela Subsecretaria de Esportes","A Secretaria de Estado de Desenvolvimento Social (Sedese) publicou nesta terça-feira (24/9), no Diário Oficial do Estado, quatro novos editais da...",['Esportes'],2019-09-24 17:04:00-03:00,2019-09,2019,9,17,Tarde,1,731,13,4,https://www.agenciaminas.mg.gov.br/noticia/sedese-lanca-quatro-editais-da-lei-de-incentivo-para-execucao-de-projetos-esportivos
Torcedores com deficiência entram com jogadores no gramado do Mineirão,"Ação articulada entre Sedese, Prefeitura de BH, Cruzeiro e administração do estádio faz parte da programação do Setembro Verde","A Secretaria de Estado de Desenvolvimento Social (Sedese) realizou no último sábado (21/9), em parceria com a Prefeitura de Belo Horizonte, o...","['Social', 'Esportes']",2019-09-23 11:51:00-03:00,2019-09,2019,9,11,Manhã,2,594,10,4,https://www.agenciaminas.mg.gov.br/noticia/torcedores-com-deficiencia-entram-com-jogadores-no-gramado-do-mineirao
Oficinas levam esporte adaptado para o ambiente escolar em Brumadinho,Ação da Secretaria de Desenvolvimento Social promove inclusão e conhecimento para os alunos,"A Secretaria de Estado de Desenvolvimento Social (Sedese), por meio da Subsecretaria de Esportes, realizou, nessa quinta-feira (19/9) oficinas de...","['Social', 'Esportes', 'Brumadinho']",2019-09-20 12:11:00-03:00,2019-09,2019,9,12,Tarde,3,966,10,4,https://www.agenciaminas.mg.gov.br/noticia/oficinas-levam-esporte-adaptado-para-o-ambiente-escolar-em-brumadinho
Minas Gerais tem mais oito equipes classificadas para a etapa nacional dos Jogos Escolares da Juventude,Equipes conquistaram as vagas em Cascavel (PR) e se juntam aos outros representantes do estado na etapa nacional que será em Blumenau (SC),"Oito equipes mineiras garantiram vaga na etapa nacional dos Jogos Escolares da Juventude de 2019 (JEJ), que será realizada no período de 16 a 30 de...","['Social', 'Esportes', 'Educação']",2019-09-11 11:10:00-03:00,2019-09,2019,9,11,Manhã,3,752,16,4,https://www.agenciaminas.mg.gov.br/noticia/minas-gerais-tem-mais-oito-equipes-classificadas-para-a-etapa-nacional-dos-jogos-escolares-da-juventude
Mineirinho vira o palco do Arraial de Belô pelo segundo ano consecutivo,Espaço concedido pelo Governo de Minas recebe o maior evento junino da capital mineira a partir desta sexta-feira (11/7),"O Estádio Jornalista Felippe Drummond, mais conhecido como Mineirinho, mostra a versatilidade e a importância que tem para os mineiros, e se...","['Infraestrutura', 'Esportes', 'Cultura']",2025-07-11 17:40:00-03:00,2025-07,2025,7,17,Tarde,3,554,12,4,https://www.agenciaminas.mg.gov.br/noticia/mineirinho-vira-o-palco-do-arraial-de-belo-pelo-segundo-ano-consecutivo
Aluno mineiro conquista cinco medalhas nos Jogos Parapan-Americanos no Peru,"Gabriel Geraldo dos Santos é aluno do 3º ano do ensino médio da Escola Estadual Professora Maria Amélia Campos, em Corinto, na região Central do estado","Gabriel Geraldo dos Santos aprendeu a nadar aos quatro anos e o que começou como uma brincadeira, hoje, aos 17 anos, realiza sonhos. Atleta...","['Esportes', 'Educação']",2019-09-06 11:35:00-03:00,2019-09,2019,9,11,Manhã,2,468,10,4,https://www.agenciaminas.mg.gov.br/noticia/aluno-mineiro-conquista-cinco-medalhas-nos-jogos-parapan-americanos-no-peru
Delegação mineira embarca para disputa da regional dos Jogos Escolares da Juventude,"Noventa e dois estudantes-atletas de nove escolas vão representar Minas Gerais na competição, que acontece em Cascavel (PR)","A delegação mineira embarcou nesta segunda-feira (2/9), no Aeroporto Internacional Tancredo Neves, em Confins, para a disputa da etapa regional dos...","['Social', 'Esportes', 'Educação']",2019-09-02 15:15:00-03:00,2019-09,2019,9,15,Tarde,3,450,12,4,https://www.agenciaminas.mg.gov.br/noticia/delegacao-mineira-embarca-para-disputa-da-regional-dos-jogos-escolares-da-juventude
Governo publica edital 2019 do programa Bolsa Atleta e Bolsa Técnico paralímpicos,As inscrições terminam no próximo dia 12 de setembro,"A Secretaria de Estado de Desenvolvimento Social (Sedese) publicou, na edição desta terça-feira (27/8) do Diário Oficial Minas Gerais, o edital...","['Social', 'Esportes']",2019-08-27 14:35:00-03:00,2019-08,2019,8,14,Tarde,2,700,12,4,https://www.agenciaminas.mg.gov.br/noticia/governo-publica-edital-2019-do-programa-bolsa-atleta-e-bolsa-tecnico-paralimpicos
Emoção no final dos Jogos Escolares de Minas Gerais 2019,Competição contou com participação de estudantes-atletas de mais de 98% dos municípios mineiros,"Os Jogos Escolares de Minas Gerais (Jemg) 2019 chegaram ao fim com grandes momentos para estudantes-atletas, professores, familiares, árbitros e...","['Esportes', 'Educação']",2019-08-06 11:49:00-03:00,2019-08,2019,8,11,Manhã,2,797,10,4,https://www.agenciaminas.mg.gov.br/noticia/emocao-no-final-dos-jogos-escolares-de-minas-gerais-2019
Jemg já tem vários medalhistas nas modalidades individuais e paralímpicas,"Competição, que termina neste sábado (3/8), reúne cerca de 6,5 mil estudantes-atletas","A disputa pelas medalhas de ouro, prata e bronze dos Jogos Escolares de Minas Gerais – Jemg/2019 estão acirradas. As competições, que estão sendo...","['Social', 'Esportes']",2019-08-02 11:05:00-03:00,2019-08,2019,8,11,Manhã,2,472,10,4,https://www.agenciaminas.mg.gov.br/noticia/jemg-ja-tem-varios-medalhistas-nas-modalidades-individuais-e-paralimpicas
Competições dos Jogos Escolares de Minas Gerais movimentam Uberlândia,"Abertura oficial do evento, que reúne 6,5 mil estudantes-atletas, foi realizada na noite de terça-feira (30/7)","Milhares de pessoas participaram, nesta terça-feira (30/7), da abertura da etapa estadual dos Jogos Escolares de Minas Gerais (Jemg), no município...","['Social', 'Esportes', 'Educação']",2019-07-31 14:40:00-03:00,2019-07,2019,7,14,Tarde,3,857,9,4,https://www.agenciaminas.mg.gov.br/noticia/competicoes-dos-jogos-escolares-de-minas-gerais-movimentam-uberlandia
